Entry	Entry name	Status	Protein names	Gene names	Organism	Length	EC number
Q17QF0	AGT2_BOVIN	reviewed	Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)	AGXT2	Bos taurus (Bovine)	514	2.6.1.44; 2.6.1.40
P59086	ARGD_BUCAP	reviewed	Acetylornithine/succinyldiaminopimelate aminotransferase (ACOAT) (DapATase) (Succinyldiaminopimelate transferase) (EC 2.6.1.11) (EC 2.6.1.17)	argD dapC BUsg_515	Buchnera aphidicola subsp. Schizaphis graminum (strain Sg)	404	2.6.1.11; 2.6.1.17
P49604	GABAT_USTMA	reviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase)	GATA UMAG_01080	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	509	2.6.1.19
P53656	BIOA_PSEVU	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA	Pseudescherichia vulneris (Escherichia vulneris)	429	2.6.1.62
P36568	BIOA_SERMA	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA	Serratia marcescens	425	2.6.1.62
Q9I6M4	DAVT_PSEAE	reviewed	5-aminovalerate aminotransferase DavT (EC 2.6.1.48) (5-aminovalerate transaminase) (Delta-aminovalerate aminotransferase)	davT PA0266	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	426	2.6.1.48
P45621	GSA_SOYBN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase, chloroplastic (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	GSA1 GSA	Glycine max (Soybean) (Glycine hispida)	466	5.4.3.8
P18492	GSA_HORVU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase, chloroplastic (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	GSA	Hordeum vulgare (Barley)	469	5.4.3.8
Q8R1K4	AT2L2_MOUSE	reviewed	5-phosphohydroxy-L-lysine phospho-lyase (EC 4.2.3.134) (Alanine--glyoxylate aminotransferase 2-like 2)	Phykpl Agxt2l2	Mus musculus (Mouse)	467	4.2.3.134
Q6LFH8	OAT_PLAF7	reviewed	Ornithine aminotransferase (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	OAT PFF0435w	Plasmodium falciparum (isolate 3D7)	414	2.6.1.13
Q01767	LAT_STRCL	reviewed	L-lysine-epsilon aminotransferase (L-lysine aminotransferase) (EC 2.6.1.36) (Lysine 6-aminotransferase)	lat	Streptomyces clavuligerus	457	2.6.1.36
P18544	ARGD_YEAST	reviewed	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	ARG8 YOL140W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423	2.6.1.11
Q58696	BIOA_METJA	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA MJ1300	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	461	2.6.1.62
Q55665	GSA_SYNY3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL gsa sll0017	Synechocystis sp. (strain PCC 6803 / Kazusa)	433	5.4.3.8
Q6L741	KACL_STRKN	reviewed	2'-deamino-2'-hydroxyneamine transaminase (EC 2.6.1.94) (Kanamycin biosynthesis protein B) (Neamine transaminase KanB) (EC 2.6.1.93)	kacL kanB	Streptomyces kanamyceticus	392	2.6.1.94; 2.6.1.93
Q7SI94	LYSJ_SACS2	reviewed	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ SSO0160	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	388	2.6.1.-; 2.6.1.118
Q9VW26	OAT_DROME	reviewed	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	Oat CG8782	Drosophila melanogaster (Fruit fly)	431	2.6.1.13
P9WQ79	GABT_MYCTU	reviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase) (L-AIBAT)	gabT Rv2589 MTCY227.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449	2.6.1.19; 2.6.1.22
E1V7V7	DOED_HALED	reviewed	Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76)	doeD HELO_3661	Halomonas elongata (strain ATCC 33173 / DSM 2581 / NBRC 15536 / NCIMB 2198 / 1H9)	469	2.6.1.76
P12677	BIOA_SALTY	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA STM0793	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	429	2.6.1.62
Q4JAP8	LYSJ_SULAC	reviewed	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ argD Saci_0755	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	387	2.6.1.-; 2.6.1.118
O25627	BIOA_HELPY	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA HP_0976	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	436	2.6.1.62
P0A4X7	BIOA_MYCBO	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA BQ2027_MB1595	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	437	2.6.1.62
P45488	BIOA_MYCLE	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA ML1216 B1170_C2_195	Mycobacterium leprae (strain TN)	436	2.6.1.62
O66557	BIOA_AQUAE	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA aq_170	Aquifex aeolicus (strain VF5)	453	2.6.1.62
Q74CT9	BIOA_GEOSL	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA GSU1582	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	453	2.6.1.62
Q6ZH29	GATP4_ORYSJ	reviewed	Probable gamma-aminobutyrate transaminase 4 (OsGABA-T) (EC 2.6.1.96)	GABA-T Os02g0112900 LOC_Os02g02210 OJ1399_H05.13 OsJ_05081	Oryza sativa subsp. japonica (Rice)	483	2.6.1.96
Q9ZKM5	BIOA_HELPJ	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA jhp_0910	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	439	2.6.1.62
Q9FCC2	BIOA_STRCO	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA SCO1245 2SCG1.20	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	428	2.6.1.62
P44426	BIOA_HAEIN	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA HI_1554	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	430	2.6.1.62
Q2FVJ6	BIOA_STAA8	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA SAOUHSC_02715	Staphylococcus aureus (strain NCTC 8325)	452	2.6.1.62
Q9X2A5	ARGD_THEMA	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD TM_1785	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	385	2.6.1.11
Q5JFW3	LYSJ_THEKO	reviewed	Putative [LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ TK0275	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	362	2.6.1.-; 2.6.1.118
B7GHM5	BIOA_ANOFW	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA Aflv_1071	Anoxybacillus flavithermus (strain DSM 21510 / WK1)	454	2.6.1.62
Q728P4	BIOA_DESVH	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA DVU_2559	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	542	2.6.1.62
P57379	BIOA_BUCAI	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA BU292	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) (Acyrthosiphon pisum symbiotic bacterium)	428	2.6.1.62
Q8K9P0	BIOA_BUCAP	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA BUsg_281	Buchnera aphidicola subsp. Schizaphis graminum (strain Sg)	432	2.6.1.62
Q89AK4	BIOA_BUCBP	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA bbp_273	Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp)	429	2.6.1.62
O04866	ARGD_ALNGL	reviewed	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11) (Acetylornithine transaminase) (AOTA)	AG118	Alnus glutinosa (European alder) (Betula alnus var. glutinosa)	451	2.6.1.11
P9WQ80	BIOA_MYCTO	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA MT1619	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	437	2.6.1.62
Q5RFA3	AGT2_PONAB	reviewed	Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)	AGXT2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	514	2.6.1.44; 2.6.1.40
Q8U0B4	LYSJ_PYRFU	reviewed	Putative [LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ PF1685	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	366	2.6.1.-; 2.6.1.118
Q9V1I4	LYSJ_PYRAB	reviewed	Putative [LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ PYRAB04430 PAB2440	Pyrococcus abyssi (strain GE5 / Orsay)	364	2.6.1.-; 2.6.1.118
Q976K0	LYSJ_SULTO	reviewed	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ STK_01910	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) (Sulfolobus tokodaii)	387	2.6.1.-; 2.6.1.118
Q39566	GSA_CHLRE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase, chloroplastic (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	GSA	Chlamydomonas reinhardtii (Chlamydomonas smithii)	463	5.4.3.8
O59401	LYSJ_PYRHO	reviewed	Putative [LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ PH1716	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	366	2.6.1.-; 2.6.1.118
Q8ZV07	LYSJ_PYRAE	reviewed	Putative [LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ PAE2515	Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)	383	2.6.1.-; 2.6.1.118
Q31QJ2	GSA_SYNE7	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Synpcc7942_0645	Synechococcus elongatus (strain PCC 7942 / FACHB-805) (Anacystis nidulans R2)	433	5.4.3.8
Q9YBY6	LYSJ_AERPE	reviewed	Putative [LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase (EC 2.6.1.-) (EC 2.6.1.118)	lysJ APE_1464	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	388	2.6.1.-; 2.6.1.118
Q85WB7	GSA_BRANA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase, chloroplastic (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	GSA	Brassica napus (Rape)	473	5.4.3.8
A0QYS9	ARGD_MYCS2	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD MSMEG_3773 MSMEI_3684	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	390	2.6.1.11
Q6CJ86	GABAT_KLULA	reviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase)	KLLA0F20548g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	472	2.6.1.19
Q9R9J1	MYCA_BACIU	reviewed	Mycosubtilin synthase subunit A (EC 2.3.1.-) [Includes: Glutamate-1-semialdehyde aminotransferase (GSA-AT); ATP-dependent asparagine adenylase 1 (AsnA 1) (Asparagine activase 1)]	mycA	Bacillus subtilis	3971	2.3.1.-
P40829	GABT_MYCLE	reviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase) (L-AIBAT)	gabT ML0485 B1177_F2_67 MLCB1259.03c	Mycobacterium leprae (strain TN)	446	2.6.1.19; 2.6.1.22
Q55FI1	GABT_DICDI	reviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase)	gabT DDB_G0268104	Dictyostelium discoideum (Slime mold)	495	2.6.1.19
Q40147	GSA_SOLLC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase, chloroplastic (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)		Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	481	5.4.3.8
P63505	GABT_MYCBO	reviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase) (L-AIBAT)	gabT BQ2027_MB2620	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	449	2.6.1.19; 2.6.1.22
Q3ZCF5	OAT_BOVIN	reviewed	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	OAT	Bos taurus (Bovine)	439	2.6.1.13
Q8DLK8	GSA_THEEB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL tlr0479	Thermosynechococcus elongatus (strain BP-1)	437	5.4.3.8
Q07805	OAT_PLAFD	reviewed	Ornithine aminotransferase (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	OAT	Plasmodium falciparum (isolate CDC / Honduras)	414	2.6.1.13
Q7SY54	AT2L1_DANRE	reviewed	Ethanolamine-phosphate phospho-lyase (EC 4.2.3.2) (Alanine--glyoxylate aminotransferase 2-like 1)	etnppl agxt2l1 zgc:63486	Danio rerio (Zebrafish) (Brachydanio rerio)	492	4.2.3.2
Q6YZE2	GSA_ORYSJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase, chloroplastic (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	GSA Os08g0532200 LOC_Os08g41990 OsJ_28060 P0702E04.16	Oryza sativa subsp. japonica (Rice)	478	5.4.3.8
Q8D0D7	ASTC_YERPE	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM cstC YPO1962 y2349 YP_1707	Yersinia pestis	414	2.6.1.81
Q8YS26	GSA_NOSS1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL alr3265	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	432	5.4.3.8
A2BVE5	GSA_PROM5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL P9515_05471	Prochlorococcus marinus (strain MIT 9515)	433	5.4.3.8
B1X023	GSA_CROS5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL cce_0172	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	433	5.4.3.8
D2D3B2	FUMI_SPHMC	reviewed	Aminopentol aminotransferase (EC 2.6.1.-)	fumI	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	422	2.6.1.-
P9WQ78	GABT_MYCTO	reviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase) (L-AIBAT)	gabT MT2666	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	449	2.6.1.19; 2.6.1.22
Q3AWP4	GSA_SYNS9	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Syncc9902_1701	Synechococcus sp. (strain CC9902)	428	5.4.3.8
Q9RW75	LYSJ_DEIRA	reviewed	[LysW]-aminoadipate semialdehyde transaminase (EC 2.6.1.118)	lysJ DR_0794	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	429	2.6.1.118
Q9PIR7	ARGD_CAMJE	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD Cj0227	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	393	2.6.1.11
P56744	DAT_ACIBA	reviewed	Diaminobutyrate--2-oxoglutarate aminotransferase (EC 2.6.1.76) (Diaminobutyrate transaminase) (L-2,4-diaminobutyrate:2-ketoglutarate 4-aminotransferase) (DABA aminotransferase) (DABA-AT) (L-diaminobutyric acid transaminase)	dat	Acinetobacter baumannii	445	2.6.1.76
Q8ZPV2	ASTC_SALTY	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM STM1303	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	408	2.6.1.81
Q92413	OAT_EMENI	reviewed	Ornithine aminotransferase (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	otaA AN1810	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	454	2.6.1.13
Q4H4F5	BTRB_BACCI	reviewed	Neamine transaminase BtrB (EC 2.6.1.93) (Butirosin biosynthesis protein B)	btrB	Bacillus circulans	432	2.6.1.93
Q18040	OAT_CAEEL	reviewed	Probable ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	oatr-1 C16A3.10	Caenorhabditis elegans	422	2.6.1.13
Q7XN12	GATP2_ORYSJ	reviewed	Probable gamma-aminobutyrate transaminase 2, mitochondrial (EC 2.6.1.96)	Os04g0614500 LOC_Os04g52440 OSJNBa0008M17.3	Oryza sativa subsp. japonica (Rice)	497	2.6.1.96
A9WIS7	GSA_CHLAA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Caur_2598	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)	443	5.4.3.8
Q8KAQ7	GSA_CHLTE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CT2099	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)	431	5.4.3.8
Q7NPI4	GSA_GLOVI	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL glr0071	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	432	5.4.3.8
B0JPW6	GSA_MICAN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MAE_38680	Microcystis aeruginosa (strain NIES-843)	433	5.4.3.8
Q6ZCF0	GATP3_ORYSJ	reviewed	Probable gamma-aminobutyrate transaminase 3, mitochondrial (EC 2.6.1.96)	Os08g0205900 LOC_Os08g10510 OJ1119_C05.10 OsJ_26408 P0486F07.39	Oryza sativa subsp. japonica (Rice)	510	2.6.1.96
A3PBK8	GSA_PROM0	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL P9301_05101	Prochlorococcus marinus (strain MIT 9301)	433	5.4.3.8
B2J7M9	GSA_NOSP7	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Npun_R4096	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	432	5.4.3.8
Q7VDA1	GSA_PROMA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Pro_0482	Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)	433	5.4.3.8
Q81M98	ARGD_BACAN	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD BA_4352 GBAA_4352 BAS4037	Bacillus anthracis	386	2.6.1.11
Q8TUE8	ARGD_METAC	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD MA_0119	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	395	2.6.1.11
Q3AP59	GSA_CHLCH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Cag_1968	Chlorobium chlorochromatii (strain CaD3)	431	5.4.3.8
